universityid,med_sat_value,med_sat_percentile,grad_100_value,grad_100_percentile,passing_rate
416962,550,11,1.5,6,53.2
417318,649,9,52.2,73,62.5
417327,535,38,30.4,33,56.7
417734,745,85,50.0,56,56.4
418126,655,50,37.6,29,57.8
418870,808,38,18.6,20,65.0
418889,738,98,54.8,69,72.9
419457,790,57,0.0,0,0.0
419509,696,44,0.3,0,64.7
420006,594,2,25.0,60,54.3
420024,669,92,60.0,75,48.3
420042,693,95,0.6,2,73.1
420103,593,3,34.3,45,53.3
420307,547,53,24.0,58,26.7
420316,641,12,14.3,34,40.9
420398,542,8,2.7,8,62.4
420404,743,77,32.2,39,42.5
420431,734,94,22.2,87,44.3
420440,802,67,6.1,31,62.9
420495,664,22,21.3,23,74.4
420501,638,2,37.7,48,66.2
420538,548,22,27.5,92,55.8
420556,649,74,19.6,83,35.0
420723,564,78,17.9,80,54.0
421009,500,31,15.9,15,72.8
421018,601,92,0.0,0,49.2
421513,767,22,28.6,35,26.2
421708,509,2,39.4,50,71.8
421832,511,17,55.0,80,69.4
421878,573,38,81.0,95,84.5
422020,553,93,33.3,41,75.0
422695,730,34,56.5,86,100.0
423652,630,53,29.2,93,42.1
423980,814,68,37.0,47,68.3
426314,638,19,29.2,28,61.7
427663,675,16,60.4,75,69.1
427973,524,46,50.0,63,51.1
427982,671,87,60.6,76,85.2
428170,821,67,31.0,38,69.7
428268,546,53,56.8,85,66.7
428286,577,14,39.9,85,57.0
428329,804,80,60.5,75,76.0
428392,675,48,0.0,0,60.0
428444,847,15,25.2,62,50.5
429128,541,75,57.1,64,100.0
429599,815,83,0.0,0,56.9
430050,848,45,54.3,69,83.3
430087,610,33,0.0,0,34.8
430148,620,38,33.8,44,66.7
430157,552,32,99.0,100,75.9
430166,759,78,97.4,99,79.7
430184,584,52,15.8,39,44.4
430263,542,79,3.3,8,52.1
430351,758,79,14.9,16,28.9
430360,638,84,37.5,48,60.6
430379,649,45,43.7,63,73.9
430388,765,35,59.8,28,37.5
430485,738,30,32.0,31,67.7
430795,564,43,97.8,100,96.4
430810,629,65,70.5,86,81.2
431141,520,60,46.9,59,63.0
431886,799,41,0.0,0,84.6
432223,598,24,0.0,0,72.4
432232,649,53,0.7,2,48.1
432241,829,22,2.8,8,52.5
432302,717,7,0.0,0,86.8
432384,674,83,33.3,75,83.3
432524,730,12,65.7,79,73.6
432533,512,58,12.8,30,60.5
433004,761,7,83.3,97,33.3
433013,849,46,6.9,6,84.6
433174,624,92,50.0,98,33.3
433387,502,41,20.9,14,75.0
433420,742,95,52.5,78,66.7
433536,713,64,63.6,78,25.0
433563,762,86,10.9,12,44.1
433660,647,49,22.0,50,76.6
434016,604,40,4.2,2,27.3
434034,632,18,17.7,14,66.5
434052,802,57,71.0,46,69.9
434061,567,18,1.4,2,53.0
434140,529,95,24.9,28,72.7
434159,607,96,41.7,54,64.3
434414,529,86,12.5,6,44.1
434539,765,47,20.8,75,53.0
434548,704,0,0.0,0,50.5
434557,593,33,78.6,52,79.5
434566,752,42,13.5,14,40.6
434575,518,22,29.4,35,62.8
434584,687,16,45.5,98,40.0
434672,603,88,2.5,7,51.6
434690,639,7,95.3,99,92.3
434751,821,88,0.0,0,66.7
434821,507,69,77.3,93,81.1
434946,709,29,1.1,5,41.2
434955,837,19,0.0,0,40.6
434964,737,34,78.5,27,20.8
434973,750,57,0.0,0,57.9
434982,690,80,0.0,0,52.5
434991,715,30,51.4,20,50.0
436094,603,13,60.7,77,42.9
436182,611,93,45.0,57,43.5
436191,699,98,100.0,98,57.9
436225,735,31,76.7,92,83.6
436304,580,52,0.6,0,46.8
436429,644,48,57.2,76,74.6
436438,628,92,59.2,82,33.3
436483,590,55,14.3,34,55.7
436702,838,21,63.7,23,56.5
437042,779,35,7.7,15,47.4
437051,628,23,9.5,21,54.5
437060,528,57,37.7,48,46.4
437097,807,20,55.5,74,66.7
437103,707,54,1.3,2,44.2
437219,750,85,14.3,34,47.5
437732,732,11,32.4,40,56.4
437750,722,72,93.8,99,63.1
437769,772,26,45.9,58,55.6
437848,632,83,26.1,63,60.9
437936,500,73,4.1,2,80.6
438151,540,14,62.6,79,63.6
438179,587,56,22.9,32,77.8
438212,645,85,7.0,7,66.9
438258,828,47,28.0,33,76.7
438285,659,10,62.4,78,78.9
438294,810,46,24.5,27,72.5
438382,709,46,71.4,71,84.9
438416,558,22,0.0,0,29.6
438498,759,95,0.0,0,62.8
438586,831,53,11.1,26,37.7
438601,564,19,12.0,27,50.8
438610,781,34,0.0,0,45.9
438629,580,40,0.0,0,41.7
438647,618,85,60.0,75,57.5
438708,677,41,2.7,8,65.4
438869,607,46,45.9,46,65.8
438902,706,88,50.0,90,56.8
439057,775,96,57.3,77,0.0
439118,668,43,2.5,1,71.7
439127,732,40,0.0,0,77.5
439136,749,51,57.2,84,100.0
439145,637,5,12.3,63,51.2
439190,508,95,17.4,78,61.8
439279,562,96,0.0,0,22.2
439288,530,85,47.7,58,81.2
439297,548,76,0.0,0,50.0
439367,784,58,86.5,93,90.9
439437,613,63,33.2,41,66.7
439455,530,19,8.6,8,80.6
439482,849,11,45.6,58,64.0
439525,747,31,60.7,76,78.2
439570,597,60,35.3,46,76.9
439613,813,73,25.0,20,60.0
439701,730,68,0.0,0,57.1
439738,836,72,21.8,24,61.1
439792,721,94,44.9,56,62.5
439826,529,0,48.9,62,48.8
440110,642,49,65.6,84,79.3
440129,693,59,69.1,86,71.7
440147,838,47,29.9,71,37.5
440271,678,64,48.8,52,54.6
440299,848,95,100.0,98,50.0
440323,530,58,0.0,0,88.7
440332,833,81,0.0,0,76.4
440341,817,3,14.8,36,51.1
440402,767,44,44.6,97,53.5
440420,654,8,0.0,0,50.0
440439,744,76,0.0,0,42.0
440448,503,70,0.3,0,39.4
440457,668,10,0.0,0,38.6
440466,568,80,0.0,0,40.0
440484,721,93,31.6,73,66.7
440642,687,3,32.1,39,66.7
440749,690,3,0.0,0,52.9
440758,705,46,0.0,0,0.0
440767,582,9,0.0,0,28.6
440794,558,9,0.0,0,61.9
440873,725,77,41.3,53,62.8
440882,819,20,60.5,75,75.0
440891,680,45,61.2,77,71.1
440925,630,18,23.5,57,70.0
441025,537,78,11.4,13,62.1
441052,536,18,17.1,19,73.6
441070,769,5,10.0,52,55.6
441089,583,47,72.9,89,74.8
441201,704,71,14.3,15,59.3
441487,848,5,27.6,25,72.4
441502,620,79,68.1,85,88.2
441511,789,22,100.0,100,90.0
441636,607,18,61.1,76,71.4
441760,648,91,7.0,36,51.4
441858,569,84,78.9,94,16.7
441900,788,36,3.4,1,67.5
441919,780,57,8.7,9,40.0
441928,652,55,18.0,20,27.3
441937,766,21,20.7,46,78.1
441955,558,72,0.0,0,58.2
441964,764,79,0.0,0,56.9
441973,833,16,25.0,60,55.8
441982,700,99,93.2,100,96.3
442037,838,79,29.4,35,79.3
442046,544,36,44.8,56,54.5
442143,525,68,0.0,0,38.2
442152,685,31,0.0,0,54.8
442161,526,73,0.4,1,42.6
442170,734,71,0.5,1,44.3
442189,752,27,0.0,0,52.2
442231,843,88,33.5,43,66.8
442338,676,65,24.1,45,20.1
442347,526,2,33.3,41,33.3
442356,714,16,59.2,79,0.0
442383,655,41,50.0,63,66.2
442408,686,52,37.7,48,75.0
442426,528,45,68.7,86,84.2
442444,565,26,42.2,54,77.8
442569,750,78,58.9,81,38.4
442578,832,76,25.0,60,0.0
442602,755,77,2.8,1,82.0
442718,677,98,0.0,0,66.7
442745,728,2,8.7,9,68.3
442781,638,31,0.0,0,42.3
442790,509,100,43.9,56,46.0
442879,797,30,62.8,79,86.5
442930,709,49,60.2,72,73.5
443049,749,41,50.0,62,80.0
443270,761,13,36.6,47,71.9
443331,710,80,53.3,78,83.3
443340,734,95,0.0,0,25.0
443377,512,0,77.6,94,85.2
443410,718,100,41.6,87,75.6
443438,594,88,18.9,21,48.0
443474,723,49,0.0,0,38.1
443492,607,3,4.6,20,38.4
443526,794,7,8.3,16,58.8
443535,684,34,74.0,52,55.2
443544,702,58,0.0,0,33.8
443623,667,80,32.7,40,76.3
443650,713,17,9.1,10,75.0
443687,635,77,28.1,68,31.2
443739,755,11,75.0,91,83.3
443766,724,93,0.0,0,0.0
443784,804,97,27.3,66,33.3
443827,744,10,0.0,0,89.6
443836,543,78,0.0,0,78.6
443854,693,100,54.5,69,70.8
443881,620,97,0.0,0,43.5
443890,850,90,0.0,0,47.2
443924,839,30,0.0,0,29.3
444088,683,78,52.1,72,44.4
444158,588,92,20.0,48,42.6
444167,691,18,52.5,86,33.3
444219,614,81,9.4,50,73.9
444255,673,34,77.6,65,69.5
444343,657,89,33.8,44,86.7
444389,660,71,75.7,91,78.5
444398,779,86,0.0,0,61.9
444413,752,40,10.0,4,66.7
444565,803,93,58.0,73,64.0
444574,573,65,33.3,47,87.0
444778,654,48,40.0,45,0.0
444927,653,19,0.0,0,46.3
444954,767,31,3.9,15,37.2
444972,812,10,79.7,95,55.0
445018,740,89,6.2,32,40.7
445027,790,65,18.2,44,34.4
445072,705,53,16.7,42,55.1
445081,737,19,0.0,0,54.0
445090,674,24,7.6,7,85.4
445115,776,77,42.2,54,53.6
445124,640,45,16.6,42,52.9
445133,635,85,25.0,60,60.0
445188,595,43,26.8,63,84.3
445197,516,30,52.7,68,60.8
445203,542,99,57.6,66,72.7
445230,768,94,16.2,18,58.9
445249,655,51,58.7,67,48.2
445258,816,42,80.0,96,48.9
445276,638,7,26.7,65,66.7
445300,712,27,0.9,4,44.4
445319,597,90,0.0,0,31.6
445328,705,19,0.0,0,75.4
445346,516,65,0.0,0,68.1
445391,739,86,0.0,0,68.8
445434,629,42,40.0,86,53.0
445470,838,24,49.7,63,75.0
445559,820,93,51.5,66,61.8
445601,835,55,57.3,71,69.3
445610,723,69,45.5,57,71.1
445674,586,35,18.8,82,51.4
445692,747,89,54.3,93,82.5
445708,512,21,40.8,47,72.4
445717,608,3,0.8,3,50.8
445726,684,55,33.9,45,37.1
445753,841,87,22.3,25,66.7
445762,822,82,33.3,41,100.0
445814,694,52,6.0,4,63.2
445920,619,30,30.0,71,40.0
445939,682,87,45.5,89,100.0
446048,666,55,54.7,70,69.8
446093,698,96,42.5,55,86.7
446233,850,73,17.4,10,47.2
446385,542,12,65.8,84,71.0
446552,517,55,31.1,38,74.3
446604,793,93,0.0,0,94.7
446640,759,97,23.8,18,63.2
446668,743,72,59.2,73,52.8
446677,654,74,22.6,16,100.0
446738,588,47,0.0,0,44.4
446747,769,93,0.0,0,43.6
446756,725,90,0.0,0,31.4
446765,742,22,0.0,0,27.8
446774,531,84,3.7,13,57.0
446792,577,12,14.8,36,46.3
446808,521,27,23.3,56,53.8
446835,520,51,38.9,50,74.5
446844,598,67,32.7,40,72.1
446880,766,36,4.2,2,67.1
446899,502,93,13.3,31,58.2
446905,575,100,0.0,0,0.0
446914,768,0,0.0,0,58.2
446923,804,37,50.6,47,66.3
447014,791,11,55.6,70,90.3
447050,608,26,74.8,33,73.5
447069,682,97,39.6,85,44.4
447102,752,52,0.0,0,84.5
447120,627,4,0.0,0,86.6
447263,728,24,22.2,52,72.9
447272,798,39,54.3,80,61.1
447290,514,18,60.2,85,50.0
447351,731,62,44.2,56,62.5
447360,820,27,61.3,85,100.0
447379,794,53,68.6,86,61.0
447421,833,99,56.1,79,100.0
447458,570,36,0.0,0,83.8
447582,722,62,2.1,4,39.7
447625,799,11,57.8,72,82.4
447634,845,13,0.0,0,82.1
447670,660,62,12.5,28,37.5
447689,832,65,5.4,4,63.2
447768,847,93,11.3,12,72.0
447847,555,35,64.9,83,85.7
447935,670,71,63.9,81,69.6
447953,688,32,75.0,90,53.5
448309,654,61,9.8,4,100.0
448345,521,99,18.1,44,45.5
448354,794,90,89.2,98,82.3
448372,801,28,50.0,63,55.5
448415,722,44,7.2,7,69.2
448442,632,49,17.2,43,53.0
448451,517,76,13.6,32,56.4
448460,640,87,26.3,31,79.2
448479,681,23,76.9,64,38.7
448488,532,57,10.0,23,48.5
448497,631,24,39.4,65,51.1
448503,665,46,9.1,19,56.6
448512,659,18,8.3,16,48.6
448576,786,18,18.5,46,73.0
448585,722,27,0.0,0,33.3
448594,687,73,7.9,41,71.7
448600,703,69,0.0,0,70.6
448628,520,80,39.4,84,52.4
448664,735,52,58.8,73,58.3
448673,609,62,53.6,78,60.0
448734,766,28,52.6,77,0.0
448761,594,69,0.0,0,52.9
448840,817,65,22.0,50,59.9
448859,555,77,67.2,85,78.7
449010,549,35,30.0,71,41.4
449038,547,0,0.0,0,42.9
449074,731,100,20.0,21,71.9
449083,783,58,76.8,93,81.4
449092,757,93,82.7,96,93.0
449117,685,52,3.2,1,56.2
449126,689,32,7.4,7,54.3
449524,588,34,93.3,98,82.6
449612,631,71,11.3,12,65.2
449658,842,66,0.0,0,89.3
449764,727,55,0.0,0,70.8
449870,679,4,33.3,35,80.0
449898,735,60,4.2,9,80.0
450003,712,71,0.0,0,60.9
450049,673,70,9.5,21,63.0
450058,804,44,28.1,33,55.7
450067,759,59,24.9,28,60.9
450085,689,33,21.2,52,53.3
450094,836,45,37.5,82,44.6
450128,802,41,69.4,87,85.2
450155,827,90,63.1,79,81.3
450191,825,87,9.6,11,63.3
450207,817,41,46.2,48,32.9
450216,799,54,0.0,0,54.2
450225,542,49,0.0,0,56.1
450234,599,62,78.1,33,36.9
450243,569,11,0.0,0,100.0
450252,579,16,73.0,66,90.6
450261,556,24,71.6,31,75.4
450270,772,16,56.4,61,25.2
450289,787,84,61.9,79,40.4
450298,585,34,51.3,47,76.9
450377,659,69,56.8,79,100.0
450401,833,11,64.7,83,74.8
450429,749,58,76.5,70,79.3
450447,691,38,15.2,38,62.5
450465,599,38,56.1,81,25.0
450526,718,1,60.4,82,83.3
450535,753,96,56.6,85,28.6
450571,752,92,54.7,75,50.0
450696,534,34,8.2,8,78.3
450702,698,92,16.9,19,59.1
450933,638,63,20.7,51,56.5
451060,795,98,37.4,81,91.3
451404,585,53,0.0,0,65.6
451556,654,15,57.1,85,85.7
451662,710,81,7.0,12,32.0
451671,828,69,57.6,73,56.7
451699,845,72,59.7,76,14.3
451750,804,36,32.0,63,24.1
451769,610,52,12.5,28,75.0
451796,813,44,59.0,76,50.4
451820,589,48,62.2,73,48.4
451848,797,21,54.1,75,68.2
451875,746,90,57.5,77,33.3
451936,662,61,17.9,46,32.2
451945,568,16,30.2,40,56.1
451954,831,46,31.8,18,88.0
451963,656,33,43.3,61,20.4
451972,707,26,17.4,74,26.9
451981,826,20,38.0,25,63.2
451990,520,25,41.2,22,20.3
452018,722,61,57.5,78,45.0
452027,689,98,55.5,72,40.4
452063,576,39,20.0,21,68.0
452115,556,38,6.7,6,62.1
452373,698,22,11.1,12,31.0
453109,541,25,78.5,94,84.9
453127,590,16,62.8,87,0.0
453163,850,9,0.0,0,50.0
453215,649,72,61.8,78,33.3
453455,562,92,33.3,41,60.0
453464,738,87,46.2,59,23.1
453473,626,89,0.0,0,20.0
453482,575,43,55.6,70,66.7
453747,812,6,51.2,66,60.0
454184,749,78,56.8,72,59.9
454227,659,0,59.1,80,82.4
454236,825,9,60.3,80,100.0
454245,536,0,53.9,80,83.3
454458,551,20,4.6,2,33.3
454591,504,19,58.4,86,50.0
454616,561,79,47.5,61,62.5
454625,814,31,8.6,8,63.4
454740,760,68,20.0,21,48.6
454856,836,62,70.4,49,63.8
454883,686,51,76.8,14,85.7
455114,636,59,4.2,17,49.6
455257,727,94,0.0,0,84.5
455390,734,72,26.5,31,64.5
455479,773,86,8.8,10,57.0
455488,654,39,5.9,4,57.1
455512,585,94,0.6,0,70.8
455585,690,38,62.4,85,100.0
455600,616,33,56.7,28,25.6
455619,667,23,55.7,74,19.6
455646,745,78,36.4,46,66.7
455655,609,81,5.7,3,53.0
455673,837,6,62.5,78,70.0
455716,554,79,72.0,88,52.2
455983,829,21,33.7,43,78.4
456010,825,89,53.7,77,63.6
456056,611,86,54.4,77,45.3
456205,544,80,5.9,4,47.7
456296,720,12,0.0,0,42.3
456393,807,27,55.3,77,29.4
456409,752,66,51.4,25,41.7
456418,598,0,0.0,0,45.3
456427,589,61,45.0,47,46.9
456445,822,33,56.0,32,76.5
456490,673,21,53.4,84,0.0
456612,706,58,32.5,17,85.6
456667,574,33,57.6,79,0.0
456782,618,63,62.7,87,40.0
456791,764,40,60.3,79,100.0
456807,516,85,63.6,85,50.0
456816,547,61,53.5,77,100.0
456834,738,33,61.4,72,100.0
457022,571,21,56.3,81,0.0
457101,719,5,0.0,0,66.7
457484,774,6,3.6,1,85.0
457688,583,49,23.6,14,43.5
458210,758,18,59.0,73,90.9
458229,663,2,55.5,77,75.0
458256,504,2,55.1,81,71.7
458432,523,32,60.7,42,45.2
458502,712,37,61.0,49,40.6
458557,658,49,47.6,73,54.7
458733,600,37,61.2,83,50.0
458742,556,26,52.8,85,63.6
458760,762,70,54.3,80,0.0
458779,648,51,14.8,18,32.5
458919,608,22,0.0,0,42.9
458964,704,78,0.0,0,16.7
458973,838,75,59.1,83,0.0
458991,849,32,63.8,85,66.7
459204,718,67,29.8,68,63.4
459356,711,55,71.9,88,84.6
459675,834,61,29.0,68,58.2
459693,794,46,53.3,80,0.0
459709,679,38,18.1,51,38.2
459718,535,37,55.5,78,41.5
459727,976,74,56.9,74,66.7
459815,964,60,61.4,74,58.5
459842,862,67,58.5,85,65.2
459994,1098,40,0.0,0,0.0
460394,965,19,9.1,48,65.2
460464,1106,38,8.5,46,71.0
460747,1110,65,69.7,87,83.3
461032,876,10,60.3,80,75.0
461236,860,84,54.2,85,50.0
461315,940,20,0.0,0,33.3
461528,1070,45,0.0,0,33.3
462354,1069,54,51.5,64,74.4
466921,924,8,37.5,82,77.8
474881,1018,19,42.1,54,78.9
475291,874,69,34.8,78,51.1
