universityid,med_sat_value,med_sat_percentile,grad_100_value,grad_100_percentile,passing_rate
186876,844,64,42.2,85,86.8
187134,828,94,72.5,99,93.5
187198,535,81,6.8,34,63.0
187444,678,43,16.2,33,74.8
187532,836,33,3.7,13,60.4
187596,751,95,53.0,87,44.4
187620,508,83,10.0,52,57.4
187639,557,47,5.0,24,56.1
187648,562,14,12.3,20,58.1
187666,712,66,15.7,73,56.1
187745,814,44,0.0,0,69.2
187897,826,81,8.6,11,47.2
187903,759,50,18.4,81,68.9
187912,799,79,42.5,97,37.7
187958,769,24,2.7,8,60.5
187967,512,91,18.8,40,76.6
187976,735,98,3.5,12,60.0
187985,828,57,14.6,27,77.7
187994,528,81,1.2,1,50.0
188003,581,68,0.5,0,47.6
188021,688,2,6.2,32,49.5
188030,615,30,15.6,31,74.0
188049,797,15,2.3,5,54.9
188058,599,24,0.0,0,51.2
188100,675,17,7.5,39,55.5
188137,717,66,2.8,9,60.8
188146,556,56,16.9,43,78.3
188182,817,86,6.2,3,40.0
188216,724,16,2.0,3,41.8
188225,714,89,2.1,4,49.6
188261,563,67,24.1,89,46.7
188304,502,30,12.2,20,54.8
188340,588,80,48.1,59,76.7
188429,567,64,52.5,66,81.1
188438,669,68,8.9,48,62.8
188465,601,70,16.0,40,60.0
188517,538,9,62.5,76,100.0
188526,600,83,72.3,88,81.0
188641,721,67,44.6,53,74.6
188678,564,39,49.3,54,70.5
188687,682,54,28.6,26,37.0
188854,579,29,56.7,78,83.1
189088,833,16,60.2,77,87.5
189097,616,93,81.9,94,97.6
189228,718,57,22.5,55,57.7
189282,621,38,100.0,97,100.0
189413,567,16,29.1,27,48.7
189422,699,13,26.1,21,55.4
189459,843,2,11.8,27,59.3
189547,723,38,11.8,61,58.9
189556,627,35,55.3,33,38.4
189565,683,27,15.4,36,36.7
189574,646,32,15.1,17,35.8
189583,771,57,16.1,59,28.4
189592,713,50,21.9,43,34.9
189653,645,59,20.0,21,100.0
189705,558,65,57.8,74,80.2
189811,686,84,40.1,51,100.0
189839,836,16,10.1,53,55.6
189848,751,42,52.5,66,72.0
189857,598,92,0.0,0,67.9
190044,679,82,61.3,78,87.0
190053,838,94,7.0,36,53.1
190099,838,95,86.6,97,93.1
190114,814,96,17.7,11,52.2
190150,742,99,85.6,96,97.3
190169,670,50,16.1,75,62.1
190248,512,8,27.6,24,68.5
190372,755,94,67.7,85,95.6
190415,515,97,86.6,97,96.8
190442,583,15,13.5,67,57.7
190451,557,49,54.2,61,80.0
190503,732,24,69.1,63,54.2
190512,734,93,39.3,81,87.6
190521,622,8,3.0,10,64.1
190530,844,91,1.9,3,58.1
190549,730,75,24.0,55,86.4
190558,557,38,27.1,64,82.9
190567,673,78,9.4,13,87.5
190585,742,0,2.0,3,67.2
190594,526,86,21.7,49,86.7
190600,583,19,25.3,60,77.9
190619,794,22,7.4,38,66.7
190628,651,62,4.9,22,63.8
190637,544,48,14.8,29,81.5
190646,732,1,5.3,4,64.7
190655,809,15,3.4,1,76.6
190664,566,75,25.1,59,84.4
190673,593,78,4.7,20,70.9
190691,558,10,5.2,4,74.1
190716,547,47,19.2,13,78.8
190725,833,100,27.4,24,73.5
190761,791,6,21.1,15,66.9
190770,560,58,18.5,12,62.0
190840,606,15,11.3,59,59.5
190956,810,31,0.0,0,100.0
190974,500,78,16.9,19,38.1
190983,793,52,60.2,77,73.6
191083,596,70,7.2,37,53.1
191126,530,68,61.8,72,88.4
191199,639,28,15.0,71,48.9
191205,581,11,30.0,71,66.7
191241,826,89,76.0,91,90.5
191302,547,22,18.1,80,55.4
191339,521,55,13.2,66,52.8
191515,530,95,89.5,99,94.0
191533,566,72,53.8,68,71.7
191597,599,23,63.2,33,81.9
191612,723,99,17.6,79,58.3
191621,644,92,31.3,32,75.0
191630,513,5,74.0,89,88.2
191649,552,79,49.5,61,78.3
191676,828,69,64.8,81,87.6
191719,806,72,13.3,67,56.7
191764,605,31,0.0,0,47.1
191931,777,31,52.5,66,82.7
191959,710,74,80.0,95,86.0
191968,692,94,69.2,85,87.5
191986,620,78,22.3,87,60.9
192004,636,65,18.0,22,50.7
192022,666,95,13.3,67,56.2
192040,828,93,85.0,96,97.4
192110,652,80,82.1,94,94.4
192156,734,8,51.4,66,60.0
192165,583,56,0.0,0,95.7
192192,701,0,35.8,39,72.5
192271,505,22,40.9,87,73.4
192323,518,59,62.7,80,87.5
192439,838,9,8.0,3,58.9
192448,810,21,21.7,16,71.7
192509,762,47,24.4,27,39.4
192624,756,69,0.0,0,95.8
192688,755,53,59.8,74,89.8
192703,543,62,60.3,77,87.9
192712,732,76,64.8,81,89.5
192749,838,57,53.8,68,75.2
192785,604,4,62.1,73,75.0
192819,614,68,70.0,86,90.4
192864,841,49,36.6,40,65.9
192925,785,43,37.8,42,58.7
192961,628,74,0.0,0,66.7
193016,656,61,22.9,17,70.1
193052,668,82,0.0,0,92.9
193201,639,15,12.0,14,53.0
193247,815,21,0.0,0,76.2
193283,783,40,11.6,60,57.6
193292,558,50,38.9,44,89.1
193308,745,66,6.6,11,73.6
193326,742,0,9.9,51,58.8
193353,763,30,41.2,47,69.5
193399,748,8,36.5,40,66.9
193478,696,41,5.9,30,73.3
193584,541,21,58.8,75,78.6
193645,663,25,15.7,8,62.1
193654,560,73,50.1,62,82.8
193900,635,94,77.3,91,92.5
193946,843,71,11.3,59,64.7
193973,527,43,59.7,76,80.7
194028,754,99,10.5,55,51.5
194091,661,44,25.4,21,72.1
194116,538,43,20.0,14,71.4
194161,771,8,24.3,19,71.1
194222,556,2,8.8,48,54.2
194240,820,74,5.6,28,64.0
194310,772,45,34.4,37,76.0
194392,783,25,25.7,21,69.2
194499,568,22,45.7,32,82.8
194541,673,91,32.5,33,87.9
194569,753,10,36.8,40,87.1
194578,599,74,41.8,48,86.7
194611,841,99,5.3,5,40.2
194657,688,97,0.0,0,94.4
194666,836,74,0.0,0,97.7
194763,789,60,8.4,4,25.3
194824,582,95,64.9,82,93.5
194958,513,46,53.3,67,85.7
194967,553,45,16.1,18,33.3
195003,523,86,28.4,26,86.9
195030,662,94,76.6,91,96.1
195058,813,85,12.5,64,73.6
195128,619,75,52.5,66,78.4
195164,751,57,53.7,68,80.7
195173,766,13,27.2,23,79.6
195191,683,83,80.0,90,100.0
195216,676,69,76.9,91,89.5
195234,536,27,53.4,68,75.4
195243,751,11,36.1,40,73.7
195289,685,22,100.0,97,50.0
195304,790,28,62.3,79,82.6
195322,624,53,6.7,34,56.5
195438,505,75,0.0,0,50.0
195474,726,71,74.0,89,85.9
195526,705,88,82.7,95,93.0
195544,830,50,55.7,71,83.7
195687,676,12,64.7,77,83.3
195720,774,63,64.7,81,83.2
195784,548,86,55.2,69,57.1
195809,562,63,35.9,39,79.6
195845,803,35,15.9,17,41.7
195988,618,1,11.1,58,50.1
196006,800,72,39.1,81,85.1
196015,591,25,23.4,54,75.6
196024,823,45,27.5,64,68.7
196033,722,29,28.7,66,74.0
196042,760,26,21.3,48,82.3
196051,725,13,20.8,46,66.7
196060,597,75,55.6,93,81.5
196079,848,98,68.7,99,90.7
196088,769,86,51.6,91,87.6
196097,620,95,45.1,87,90.1
196103,527,85,50.8,91,85.7
196112,678,62,32.0,71,83.8
196121,519,65,48.0,89,80.8
196130,842,29,25.1,59,75.3
196149,659,62,46.7,88,82.9
196158,800,62,45.3,87,77.6
196167,811,97,66.5,97,90.3
196176,566,81,50.5,90,87.2
196185,641,74,53.5,92,87.4
196194,829,78,39.6,82,78.0
196200,761,16,29.8,68,74.3
196219,764,70,50.4,90,82.4
196237,572,38,19.6,42,75.8
196246,749,49,40.6,83,83.8
196264,803,93,8.0,9,49.5
196291,737,62,25.1,59,79.3
196389,716,45,81.5,96,87.7
196413,564,78,68.5,85,91.9
196431,567,28,6.7,3,70.4
196477,569,27,16.7,18,41.7
196565,563,33,13.3,67,52.8
196583,723,49,0.0,0,48.1
196592,527,39,30.5,30,46.3
196653,600,33,53.2,18,40.9
196699,698,63,12.3,63,60.4
196866,657,92,81.8,94,91.7
197018,680,36,0.0,0,88.7
197027,658,27,62.1,96,97.3
197045,791,14,29.7,28,71.9
197081,744,49,39.8,51,66.0
197133,736,96,89.7,99,95.6
197142,633,22,25.0,20,59.0
197151,757,67,55.3,94,82.9
197197,847,77,53.0,66,88.0
197230,520,57,56.3,72,72.6
197285,653,37,53.2,74,58.8
197294,757,2,3.4,12,63.6
197522,832,57,81.0,95,79.9
197601,764,64,0.0,0,66.7
197610,713,100,0.0,0,62.8
197647,736,17,0.0,0,76.2
197674,812,2,0.0,0,78.3
197708,554,86,60.0,76,92.9
197735,519,83,0.0,0,97.8
197744,823,100,0.0,0,88.2
197814,792,40,19.4,83,61.4
197832,595,77,35.5,79,37.5
197850,743,93,5.2,25,54.0
197869,669,86,41.5,84,87.2
197887,811,80,5.7,29,58.5
197911,785,13,40.6,46,68.7
197966,619,47,7.8,40,45.2
197984,674,22,32.9,34,65.0
197993,826,27,25.1,21,60.9
198011,793,85,3.7,13,47.2
198039,501,46,7.7,39,66.7
198066,519,15,31.4,32,56.6
198084,566,80,7.9,41,63.2
198109,800,28,57.2,78,50.8
198118,593,46,8.0,42,51.1
198136,717,39,39.2,44,79.9
198154,715,94,10.5,55,58.3
198206,539,94,8.1,43,54.2
198215,846,24,41.0,47,70.0
198233,783,35,20.7,85,69.8
198242,706,33,53.9,83,100.0
198251,555,70,11.1,58,56.3
198260,531,1,4.0,15,55.7
198303,513,1,14.8,7,48.2
198321,632,53,15.1,72,49.1
198330,550,9,15.8,74,58.7
198367,708,85,4.2,17,60.9
198376,565,83,15.8,74,62.9
198385,529,94,89.9,99,95.7
198419,821,98,87.1,97,97.2
198455,511,81,7.1,37,50.4
198464,661,59,30.8,70,80.9
198491,799,57,5.8,30,42.2
198507,801,3,21.5,49,72.5
198516,641,84,76.7,91,89.9
198534,673,65,3.2,10,51.6
198543,795,3,12.0,19,71.3
198552,823,14,11.3,59,57.3
198561,626,35,42.8,50,71.8
198570,573,55,22.2,87,62.9
198598,702,6,14.6,7,60.4
198613,627,54,49.0,60,71.8
198622,706,81,3.7,13,49.3
198640,762,16,16.5,76,58.3
198668,731,84,10.1,53,69.4
198695,533,61,57.6,73,75.0
198710,540,28,2.7,8,51.5
198729,831,2,7.8,40,53.7
198747,636,95,33.3,35,76.9
198756,528,2,31.7,32,56.1
198774,843,26,16.8,77,65.6
198808,599,98,29.6,28,59.9
198817,688,37,2.7,8,56.2
198835,604,22,39.8,45,62.3
198862,747,0,11.2,5,53.0
198871,644,12,11.6,13,44.3
198899,806,13,26.0,22,58.3
198905,601,2,5.1,24,49.3
198914,613,10,28.9,93,66.4
198923,556,70,19.1,82,48.3
198950,801,44,50.3,63,72.5
198969,771,18,18.4,11,54.5
198978,779,26,0.0,0,57.6
198987,818,76,8.7,47,54.3
199023,770,53,21.2,86,48.3
199032,558,15,26.0,22,57.9
199069,704,8,25.9,22,63.7
199087,649,42,2.9,9,51.9
199102,500,9,16.0,33,79.8
199111,834,89,37.0,79,80.3
199120,837,99,80.6,100,96.1
199139,803,64,25.6,60,80.4
199148,787,51,29.7,68,73.9
199157,790,4,15.0,29,73.2
199184,713,76,57.4,94,84.8
199193,516,94,41.3,84,92.6
199209,516,4,23.0,17,48.9
199218,788,85,51.8,92,86.4
199263,719,99,66.7,100,52.1
199272,625,7,38.0,42,66.8
199281,520,13,15.4,31,67.6
199306,759,16,33.3,35,64.5
199315,713,5,22.5,16,58.1
199324,794,79,22.6,87,64.0
199333,584,56,4.0,15,68.3
199412,659,51,43.8,52,69.9
199421,850,83,5.4,27,67.7
199449,745,44,7.6,39,60.5
199458,798,3,30.0,28,54.3
199467,660,71,25.5,90,49.2
199476,547,95,14.5,70,41.9
199485,783,100,6.9,35,51.3
199494,598,8,11.5,59,50.8
199582,617,0,21.8,16,61.3
199607,776,68,61.3,78,79.7
199625,746,69,22.2,87,45.7
199634,629,69,4.3,18,48.8
199643,764,36,16.3,9,42.6
199698,705,18,3.7,1,70.1
199722,763,5,5.1,24,48.3
199731,565,54,30.5,94,56.9
199740,712,9,12.3,63,54.4
199768,551,27,9.5,50,63.6
199786,536,14,5.1,24,63.5
199795,792,62,17.8,79,56.1
199838,614,36,12.8,65,63.3
199847,643,20,81.8,94,92.9
199856,592,100,6.8,34,69.7
199865,673,73,39.6,45,68.7
199892,814,71,4.6,20,51.7
199908,686,5,8.8,48,60.7
199926,828,42,8.3,44,64.5
199953,693,7,13.3,67,54.5
199962,522,33,46.9,57,75.4
199999,588,6,17.8,38,75.0
200004,830,56,32.0,71,78.6
200013,514,44,14.3,34,0.0
200022,819,48,33.0,18,20.8
200059,759,24,15.3,31,55.5
200086,560,88,40.0,82,100.0
200156,817,43,33.3,35,61.1
200192,639,38,29.5,93,52.2
200208,511,33,11.5,59,52.9
200217,710,46,28.1,25,70.6
200226,525,18,20.9,47,55.9
200253,758,39,14.4,27,68.2
200280,654,72,24.1,56,75.0
200305,559,26,38.4,96,63.2
200314,753,80,24.1,89,35.2
200332,718,74,25.6,60,78.0
200341,597,15,32.5,95,58.3
200466,632,48,78.8,38,66.1
200484,776,1,23.5,18,65.0
200527,838,46,0.0,0,50.0
200554,835,91,63.8,74,69.6
200572,793,25,22.8,52,64.4
200590,774,73,44.4,56,53.3
200633,677,17,24.3,27,50.0
200785,533,35,62.2,82,100.0
200800,844,46,15.6,31,66.4
200846,587,66,1.2,1,60.8
201016,828,22,29.6,36,19.2
201061,572,31,53.1,67,71.1
201104,806,45,41.5,48,73.7
201177,564,19,56.0,72,31.4
201195,730,64,55.2,70,79.2
201283,627,94,2.3,5,44.9
201371,792,38,52.4,66,67.4
201399,792,55,24.7,28,63.7
201432,665,34,4.3,18,54.8
201441,559,42,31.2,71,70.1
201469,651,95,55.4,75,0.0
201548,500,65,51.5,64,74.4
201645,667,95,64.8,81,94.2
201654,644,83,61.3,78,85.2
201672,831,34,3.2,10,43.1
201690,521,1,10.5,16,52.8
201751,800,68,26.2,23,33.3
201821,796,33,52.0,74,54.3
201858,516,26,18.5,12,77.0
201885,613,82,25.0,58,84.6
201928,817,36,6.8,34,47.9
201946,669,55,37.9,72,59.3
201955,703,48,59.7,56,48.6
201964,555,13,15.6,8,64.1
201973,742,53,2.3,5,38.9
202046,843,52,53.6,68,78.3
202073,820,66,48.3,59,85.0
202134,754,51,8.3,10,67.2
202161,508,20,67.3,85,80.5
202170,796,42,47.1,58,79.4
202222,807,45,1.2,1,49.1
202356,683,44,0.7,0,47.5
202435,576,25,6.7,6,37.5
202480,583,81,60.4,77,88.6
202514,504,18,37.6,42,57.6
202523,815,90,77.8,91,89.3
202648,720,23,9.2,49,52.9
202684,804,14,42.0,52,24.5
202763,739,59,43.8,52,76.2
202806,693,40,3.3,1,47.4
202903,657,63,13.5,6,76.5
202912,505,20,61.5,85,56.4
203085,667,13,35.2,38,64.6
203128,621,39,57.1,73,75.7
203155,736,72,9.1,48,48.0
203313,642,23,38.6,47,85.5
203331,508,59,8.6,47,48.9
203368,699,68,65.4,83,88.1
203386,823,46,22.3,46,20.4
203447,590,40,1.3,0,49.2
203456,642,1,22.2,51,60.0
203465,822,58,8.5,10,63.3
203474,581,5,6.3,6,54.8
203483,610,37,4.9,3,69.4
203492,522,77,11.4,18,55.7
203517,647,58,27.7,65,77.7
203526,627,19,7.7,8,61.0
203535,540,93,86.2,96,95.7
203544,558,29,63.6,81,52.1
203580,800,24,27.8,24,70.6
203599,849,3,8.3,44,46.7
203678,561,24,2.2,5,51.9
203720,557,31,32.3,40,56.8
203739,731,0,5.6,3,59.1
203748,816,70,1.0,1,60.3
203757,600,100,6.7,3,62.2
203775,676,46,45.7,55,71.3
203845,682,70,43.8,52,71.5
203881,562,75,11.0,57,42.9
203960,601,98,58.8,75,86.4
204006,713,82,7.9,9,64.8
204015,692,90,4.3,3,60.7
204024,709,94,68.3,98,89.6
204060,748,94,15.0,17,51.5
204176,748,39,44.0,52,76.8
204185,841,48,53.3,67,73.7
204194,551,57,48.9,60,72.8
204200,560,26,38.5,43,69.3
204255,699,80,17.5,78,51.9
204264,696,24,29.1,27,68.3
204307,740,94,14.3,15,90.0
204316,703,37,47.1,53,32.2
204422,788,11,5.0,24,52.8
204440,570,12,6.6,33,59.2
204468,772,14,18.3,11,60.3
204486,633,34,22.1,16,67.6
204501,750,94,75.9,90,93.4
204592,719,1,42.9,44,56.5
204608,826,3,74.1,91,82.8
204617,754,38,28.6,26,66.2
204626,589,25,0.0,0,67.8
204635,727,77,53.1,67,84.3
204662,555,97,16.7,76,64.8
204671,794,7,19.7,43,59.2
204680,524,89,20.1,43,63.2
204699,735,66,20.9,47,62.5
204705,546,46,19.0,41,57.4
204796,553,98,58.5,95,92.4
204802,761,61,6.2,5,61.2
204820,613,83,4.0,2,50.5
204839,671,22,9.6,14,51.3
204848,744,36,7.6,8,60.1
204857,821,76,47.9,89,78.6
204866,523,15,19.5,42,51.9
204884,585,57,47.4,60,64.0
204909,847,71,53.6,68,80.1
204936,797,61,1.7,0,76.4
204945,833,4,2.0,3,49.0
205027,847,57,59.1,75,84.2
205054,538,78,26.7,31,72.2
205179,757,77,60.6,76,100.0
205203,842,79,23.0,17,50.8
205391,692,30,60.3,75,82.9
205443,589,1,13.0,21,52.0
205470,808,46,4.7,20,45.8
205513,621,20,21.7,24,15.4
205522,785,45,36.8,47,57.3
205559,584,89,33.3,41,20.0
205568,709,78,28.3,34,80.0
205610,650,39,60.9,76,66.7
205647,743,2,52.0,72,0.0
205708,615,35,33.8,44,49.1
205726,830,4,25.7,30,31.9
205841,628,99,3.4,12,45.6
205887,527,69,13.6,15,50.8
205957,799,79,60.8,77,86.3
205966,842,22,12.3,63,46.9
206002,741,40,0.0,0,35.6
206011,618,93,5.7,29,39.7
206048,657,19,33.8,36,64.9
206084,783,55,23.2,53,68.1
206093,567,46,0.0,0,65.7
206224,818,28,25.0,29,56.2
206279,735,94,25.0,20,44.4
206330,798,60,23.8,18,78.9
206349,618,35,28.2,25,65.2
206394,595,78,8.6,8,70.6
206437,778,47,43.7,51,73.5
206446,513,33,8.5,46,60.9
206491,737,91,39.4,45,74.1
206507,545,30,33.1,34,81.8
206525,538,70,58.6,74,74.4
206589,622,86,70.5,86,87.1
206604,543,30,18.9,41,61.5
206613,775,8,19.3,42,66.9
206622,685,73,66.1,83,83.4
206631,524,42,42.2,61,87.7
206695,564,9,8.8,11,69.3
206817,762,2,0.0,0,33.1
206835,619,23,49.5,61,50.4
206862,675,37,33.2,35,67.6
206914,766,12,8.2,10,60.4
206923,676,10,12.5,64,59.5
206941,626,51,9.7,14,65.1
206996,809,47,7.1,37,43.9
207041,768,26,16.8,35,62.5
207050,801,9,11.4,59,45.1
207069,673,27,12.4,63,48.8
207157,567,6,4.2,2,45.3
207209,821,40,15.8,32,70.0
207236,782,82,8.0,42,54.7
207254,729,91,0.0,0,74.2
207263,754,26,11.8,19,68.1
207281,572,6,10.4,54,50.6
207290,709,25,12.6,64,52.6
207306,803,67,13.1,22,59.2
207324,607,71,28.4,26,85.1
207351,708,7,15.6,31,62.9
207388,580,82,32.6,72,78.6
207397,639,14,28.6,71,47.9
207403,771,64,47.0,57,74.1
207449,540,84,5.3,26,44.2
207458,808,79,48.8,60,81.4
207500,631,88,34.8,76,84.0
207564,608,56,0.3,0,36.2
207582,645,43,41.4,48,80.6
207625,784,18,67.0,85,52.7
207661,695,19,8.7,11,60.4
207670,782,11,4.9,22,48.9
207689,518,20,14.8,7,48.3
207722,609,33,26.8,63,69.1
207740,668,63,13.9,69,53.9
207847,537,97,13.0,21,57.4
207856,594,18,35.3,38,51.6
207865,633,33,14.1,26,70.1
207935,621,99,5.7,29,53.5
207962,788,68,22.2,24,68.9
207971,513,90,51.5,64,90.3
208035,836,67,12.7,64,49.4
208239,705,13,16.2,41,45.3
208275,560,22,8.5,46,32.2
208318,536,42,8.6,47,54.2
208390,570,26,3.9,15,52.4
208406,601,9,4.2,17,48.8
208415,756,7,17.5,78,3.2
208479,734,26,50.9,65,70.9
208488,747,27,35.7,39,70.7
208646,535,14,15.0,29,63.8
208725,611,7,30.0,28,46.7
208822,709,55,51.7,65,82.6
208965,542,54,0.0,0,48.9
209038,540,29,2.5,7,50.4
209056,507,90,66.8,84,86.2
209065,800,62,59.0,75,80.5
209074,674,42,8.4,45,51.6
209108,837,100,0.0,0,50.0
209241,809,86,42.1,49,84.6
209250,688,4,10.4,54,52.0
209287,668,66,30.0,28,66.7
209409,757,21,42.3,49,54.4
209506,829,49,18.3,39,74.2
209533,779,90,0.0,0,52.6
209542,644,75,29.6,67,84.1
209551,572,77,43.6,86,86.7
209603,663,51,28.9,27,74.0
209612,818,65,52.2,65,79.3
209746,536,13,4.7,20,58.8
209807,503,57,17.7,37,73.0
209825,595,83,69.8,86,90.0
209922,729,95,70.0,86,94.1
209940,764,97,6.0,31,58.1
210076,525,59,47.5,49,71.9
210146,605,48,18.1,38,66.9
210155,521,85,10.6,55,49.8
210234,560,1,8.9,48,51.0
210270,613,87,7.8,40,42.2
210304,656,3,22.8,17,64.7
210331,604,54,45.9,56,76.6
210359,772,21,33.7,43,26.3
210401,633,84,70.9,87,85.9
210429,688,19,20.1,43,68.5
210492,729,38,5.7,2,74.1
210571,655,41,48.2,59,71.5
210605,792,82,3.5,12,55.4
210669,658,82,74.2,89,85.4
210739,635,54,63.4,80,85.1
210775,659,22,35.4,38,71.0
210890,693,0,72.7,89,82.4
210906,832,88,64.0,79,61.5
210942,552,60,21.3,53,55.1
210960,698,63,34.1,77,54.2
211024,595,34,40.3,46,75.3
211079,816,67,11.5,59,60.6
211088,668,63,53.2,67,85.4
211149,678,82,78.9,89,81.8
211158,618,33,42.3,85,80.6
211200,787,0,75.9,92,78.6
211273,649,93,80.7,93,90.7
211291,673,91,87.3,98,94.1
211307,796,25,4.4,19,71.1
211316,775,64,29.0,35,88.9
211343,591,3,9.3,49,60.3
211352,759,6,39.4,45,71.2
211361,535,24,31.0,71,79.8
211398,748,21,57.8,72,50.0
211431,576,14,46.7,57,71.9
211440,528,97,74.3,89,94.2
211468,549,15,50.5,63,66.9
211477,504,5,28.4,68,38.7
211556,597,49,44.0,52,76.9
211583,649,18,26.9,23,72.4
211608,721,43,9.4,13,54.3
211617,624,89,0.0,0,79.9
211644,753,11,32.7,73,75.7
211820,730,90,68.6,86,77.8
211893,509,37,38.5,43,89.3
211909,757,17,90.7,98,94.3
211927,550,99,4.1,16,62.6
211981,527,30,46.5,56,67.2
212009,733,90,83.2,95,89.9
212045,610,3,86.1,98,72.6
212054,842,83,28.3,25,86.4
212072,709,60,40.7,53,71.0
212090,662,1,33.4,43,48.7
212106,705,71,66.2,83,87.6
212115,683,18,35.7,77,71.3
212133,626,44,49.0,60,80.3
212160,646,13,23.4,54,72.3
212197,840,70,70.6,87,81.7
212425,627,62,42.6,55,53.7
212434,726,85,59.7,74,87.0
212577,845,83,83.8,95,91.8
212601,849,48,48.3,59,78.8
212656,821,55,59.0,75,77.0
212674,678,90,79.8,93,88.2
212832,641,14,49.6,61,82.2
212869,798,52,4.2,2,56.1
212878,708,61,3.9,15,57.6
212911,588,96,91.1,100,97.8
212975,614,6,58.7,67,73.6
212984,575,12,37.5,41,77.9
212993,651,84,57.7,72,92.9
213002,608,40,0.0,0,61.3
213011,613,14,38.6,43,82.0
213020,759,28,31.4,71,73.4
213233,648,100,61.1,72,72.3
213251,554,92,71.9,88,87.8
213303,640,7,25.8,21,71.5
213321,559,40,60.9,78,75.6
213349,675,23,34.2,75,72.9
213358,533,11,32.7,34,71.9
213367,783,27,55.1,70,82.5
213376,801,49,14.5,16,51.6
213385,545,90,84.6,96,91.3
213400,505,23,54.0,69,71.6
213473,796,77,8.1,8,71.4
213507,608,68,68.4,85,82.7
213525,813,71,4.8,21,55.5
213534,729,70,21.0,23,68.0
213543,824,92,73.0,88,93.9
213570,518,23,28.2,34,72.8
213589,809,67,10.8,12,55.3
213598,789,4,22.9,52,71.6
213613,794,15,27.7,65,70.2
213659,722,42,8.0,42,59.2
213668,784,47,53.9,69,79.4
213774,677,17,33.1,36,58.3
213783,645,24,34.9,76,71.9
213826,661,48,53.6,68,81.3
213914,586,69,63.2,80,73.4
213987,798,53,54.0,69,80.0
213996,565,77,71.1,87,86.6
214023,734,59,52.8,59,52.4
214041,556,46,37.2,79,81.1
214069,742,51,64.3,81,81.0
214111,558,89,5.8,30,61.7
214148,664,23,49.5,61,78.8
214157,505,74,70.3,86,78.3
214166,590,8,18.4,11,60.1
214175,733,88,80.8,93,90.7
214272,522,3,29.1,27,65.9
214290,818,72,64.4,82,74.4
214379,598,32,6.1,31,62.5
214528,544,69,68.2,80,78.9
214582,842,34,31.5,34,52.6
214591,523,61,45.5,87,83.2
214625,505,35,33.8,75,71.4
214634,516,6,14.5,27,77.3
214643,784,37,30.2,69,81.2
214652,681,17,22.1,51,65.4
214670,786,39,36.0,78,81.1
214689,570,33,47.8,89,82.9
214698,559,22,24.6,57,67.7
214704,739,32,35.4,76,77.6
214713,764,50,39.4,82,81.9
214731,700,26,17.0,36,73.5
214740,547,21,32.6,72,77.0
214759,630,16,20.6,45,73.7
214768,506,18,29.9,69,76.2
214777,759,90,64.6,96,92.4
214786,709,22,24.5,57,71.0
214795,567,23,32.6,72,73.6
214801,551,17,25.8,61,76.9
214810,844,3,24.5,57,70.8
214829,762,31,27.2,64,76.2
214838,764,73,63.3,80,53.8
214883,836,77,59.3,87,62.5
214892,617,91,50.3,64,69.2
214944,826,7,79.3,95,83.3
214971,692,37,64.9,82,100.0
215053,608,17,50.8,63,75.8
215062,658,98,87.9,98,97.8
215099,706,53,44.9,54,74.6
215105,704,32,57.0,73,81.6
215114,843,31,24.3,19,74.8
215132,825,79,66.8,84,88.0
215239,595,84,0.7,0,51.0
215266,703,28,32.7,73,70.0
215275,566,47,33.1,74,83.0
215284,686,48,32.2,72,74.6
215293,702,95,64.4,96,90.9
215309,789,36,7.0,36,61.2
215381,738,100,69.2,84,66.7
215390,638,57,63.0,75,73.5
215415,605,36,46.9,59,63.8
215433,755,27,24.6,28,45.3
215442,810,28,42.4,49,75.6
215585,768,8,1.9,3,47.9
215637,511,73,0.0,0,94.5
215646,643,67,0.0,0,78.5
215655,748,44,40.7,47,80.5
215682,523,36,75.0,85,81.0
215691,748,10,45.6,55,70.7
215743,782,37,57.1,73,82.2
215770,625,68,70.4,86,89.0
215798,842,42,63.6,81,85.3
215929,515,70,75.2,90,90.3
215947,653,41,44.5,53,78.3
215992,576,74,56.1,71,56.8
216010,768,30,37.2,79,71.4
216038,733,39,39.8,82,82.4
216047,628,6,42.9,50,83.3
216083,779,15,49.5,62,65.1
216278,754,72,71.3,88,83.8
216287,561,98,88.8,98,95.5
216296,649,91,41.2,97,65.4
216311,574,34,45.7,55,88.2
216339,817,80,38.9,81,88.8
216357,553,19,26.7,23,65.4
216418,589,60,22.3,25,58.4
216427,605,37,73.9,90,79.5
216436,657,42,0.0,0,71.1
216445,812,68,72.4,89,90.1
216454,795,95,73.4,90,81.0
216524,771,82,75.4,90,89.3
216542,575,22,30.6,30,73.6
216551,548,50,29.3,31,46.2
216597,516,92,86.2,96,94.0
216667,529,3,73.4,89,85.9
216694,784,34,45.3,55,81.5
216764,802,76,43.8,86,87.4
216782,583,44,22.2,24,56.2
216807,531,44,62.7,80,86.4
216825,513,90,4.6,20,58.8
216852,769,37,39.9,45,75.5
216931,696,52,46.9,57,78.4
217013,589,27,43.9,52,53.3
217059,740,45,37.1,41,74.9
217077,666,83,58.4,73,83.0
217086,652,69,34.4,45,56.6
217156,723,97,84.4,96,97.1
217165,704,74,77.7,91,90.3
217235,514,22,42.9,50,79.0
217305,745,19,42.1,67,49.2
217402,628,78,82.9,95,90.8
