universityid,state
442569,Missouri
442578,Minnesota
442602,New Mexico
442718,Kansas
442745,Florida
442781,Arizona
442790,Texas
442879,Arizona
442930,California
443049,Washington
443270,Florida
443331,California
443340,Tennessee
443377,Pennsylvania
443410,Washington
443438,Florida
443474,North Carolina
443492,West Virginia
443526,Georgia
443535,Ohio
443544,Indiana
443623,Georgia
443650,Tennessee
443687,Illinois
443739,Missouri
443766,Tennessee
443784,Pennsylvania
443827,Texas
443836,Texas
443854,Texas
443881,Georgia
443890,Tennessee
443924,Arkansas
444088,New Mexico
444158,Colorado
444167,Michigan
444219,California
444255,Tennessee
444343,California
444389,Texas
444398,Texas
444413,New York
444565,Texas
444574,Florida
444778,North Carolina
444927,Arizona
444954,West Virginia
444972,South Carolina
445018,West Virginia
445027,Illinois
445072,Georgia
445081,Minnesota
445090,Alabama
445115,Nevada
445124,Michigan
445133,Texas
445188,California
445197,Texas
445203,Texas
445230,Nevada
445249,Tennessee
445258,Oklahoma
445276,Georgia
445300,New Jersey
445319,Minnesota
445328,Texas
445346,Texas
445391,Kentucky
445434,Florida
445470,Virginia
445559,Missouri
445601,Tennessee
445610,Missouri
445674,West Virginia
445692,Utah
445708,North Carolina
445717,California
445726,Missouri
445753,Florida
445762,Virginia
445814,Missouri
445920,Minnesota
445939,Minnesota
446048,Florida
446093,California
446233,Arkansas
446385,California
446552,Florida
446604,New York
446640,Pennsylvania
446668,Ohio
446677,Utah
446738,Texas
446747,Texas
446756,Virginia
446765,North Carolina
446774,West Virginia
446792,Nevada
446808,Washington
446835,Florida
446844,Minnesota
446880,Louisiana
446899,Missouri
446905,Georgia
446914,Maryland
446923,Ohio
447014,Florida
447050,California
447069,Virginia
447102,California
447120,California
447263,Utah
447272,California
447290,Florida
447351,California
447360,Florida
447379,Oklahoma
447421,Utah
447458,California
447582,West Virginia
447625,Utah
447634,California
447670,Minnesota
447689,Georgia
447768,California
447847,Florida
447935,Kentucky
447953,California
448309,Georgia
448345,Indiana
448354,New Jersey
448372,California
448415,Indiana
448442,North Carolina
448451,California
448460,Pennsylvania
448479,Michigan
448488,Kentucky
448497,Ohio
448503,Oklahoma
448512,Oklahoma
448576,California
448585,Missouri
448594,California
448600,Ohio
448628,Virginia
448664,Tennessee
448673,Illinois
448734,Colorado
448761,Colorado
448840,Florida
448859,Pennsylvania
449010,Tennessee
449038,Florida
449074,Washington
449083,Florida
449092,Florida
449117,North Carolina
449126,Ohio
449524,Florida
449612,Louisiana
449658,New Jersey
449764,Tennessee
449870,California
449898,Florida
450003,Ohio
450049,Utah
450058,Ohio
450067,Ohio
450085,South Carolina
450094,California
450128,Louisiana
450155,Wisconsin
450191,Mississippi
450207,Florida
450216,Louisiana
450225,South Carolina
450234,Kansas
450243,Georgia
450252,Alabama
450261,Tennessee
450270,Indiana
450289,Tennessee
450298,Delaware
450377,Alabama
450401,Oklahoma
450429,Utah
450447,California
450465,Texas
450526,California
450535,Tennessee
450571,Wisconsin
450696,California
450702,California
450933,Alabama
451060,Florida
451404,New York
451556,Texas
451662,Pennsylvania
451671,Florida
451699,Indiana
451750,Wisconsin
451769,Minnesota
451796,Michigan
451820,Texas
451848,California
451875,Texas
451936,North Carolina
451945,Alabama
451954,Iowa
451963,Ohio
451972,Arizona
451981,Wisconsin
451990,North Carolina
452018,Kansas
452027,North Carolina
452063,Texas
452115,Alabama
452373,Ohio
453109,Missouri
453127,Kentucky
453163,North Carolina
453215,New Jersey
453455,Ohio
453464,Ohio
453473,Ohio
453482,Ohio
453747,Ohio
454184,New York
454227,Illinois
454236,Ohio
454245,Arizona
454458,Arkansas
454591,Utah
454616,Minnesota
454625,South Carolina
454740,California
454856,Colorado
454883,Florida
455114,Idaho
455257,New York
455390,Virginia
455479,Florida
455488,Alabama
455512,California
455585,Minnesota
455600,Idaho
455619,Oklahoma
455646,Kentucky
455655,North Carolina
455673,Missouri
455716,Florida
455983,Virginia
456010,Virginia
456056,South Carolina
456205,North Carolina
456296,Florida
456393,Mississippi
456409,Missouri
456418,West Virginia
456427,California
456445,North Carolina
456490,Florida
456612,Arizona
456667,Ohio
456782,Minnesota
456791,South Carolina
456807,South Dakota
456816,Wisconsin
456834,Minnesota
457022,Ohio
457101,Nevada
457484,Hawaii
457688,Missouri
458210,California
458229,California
458256,Georgia
458432,Ohio
458502,Wisconsin
458557,Kentucky
458733,Wisconsin
458742,Minnesota
458760,Wisconsin
458779,Wisconsin
458919,Georgia
458964,South Carolina
458973,Texas
458991,Wisconsin
459204,California
459356,Illinois
459675,Colorado
459693,California
459709,Michigan
459718,Nevada
459727,California
459815,New Mexico
459842,Wisconsin
459994,District of Columbia
460394,California
460464,California
460747,Illinois
461032,North Carolina
461236,Georgia
461315,Michigan
461528,North Carolina
462354,California
466921,Missouri
474881,Minnesota
475291,Minnesota
