state_b5,program_type_b5,grad_100,grad_100_rate,state_b1,state_abbrevation_b1,organization_type_b1,level_b1,year_b1,gender_b1,race_b1,state_b2,state_abbrevation_b2,organization_type_b2,level_b2,university_count,counted_pct,awards_per_state_value_b2,state_b3,student count,awards_per_value,awards_per_state_value_b3,fte_value,city,state_b4,level_b4,institution_type,specific_college_type,website,universityid_pub,med_sat_value,med_sat_percentile,grad_100_value,grad_100_percentile,passing_rate_med,universityid_priv,year,gender_b6,race_b6,program_type_b6,passing_rate_b6
California,4y bach,4583,64.9,California,CA,Private not-for-profit,4-year,2012,Female,White,,,,,,,,Illinois,16671,23.1,24.3,15972,Chicago,Illinois,4-year,Public,Research Universities--very high research activity,www.uic.edu/index.html/,145600,1092,74,29.9,69,79.8,101602,2012,Male,Hispanic,2y all,263
California,4y bach,8487,62.5,California,CA,Private not-for-profit,4-year,2012,Female,Unspecified,,,,,,,,Illinois,3828,24.7,24.2,3601,Lisle,Illinois,4-year,Private not-for-profit,Doctoral/Research Universities,www.ben.edu,145619,1030,39,37.9,42,73.2,101602,2012,Female,Hispanic,2y all,395
California,4y bach,787,60.8,California,CA,Private not-for-profit,4-year,2012,Male,Asian,,,,,,,,Illinois,32695,22.3,24.3,34295,Champaign,Illinois,4-year,Public,Research Universities--very high research activity,www.illinois.edu/,145637,1303,99,68.4,98,93.1,101602,2012,Both Gender,American Indian,2y all,338
California,4y bach,23,39.7,California,CA,Private not-for-profit,4-year,2012,Male,American Indian,,,,,,,,Illinois,2009,22.4,24.2,2010,Bloomington,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.iwu.edu,145646,1241,88,72.1,88,87.6,101602,2012,Male,American Indian,2y all,305
California,4y bach,167,40.1,California,CA,Private not-for-profit,4-year,2012,Male,Black,,,,,,,,Illinois,10770,19.5,14.6,7158,East Peoria,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.icc.edu,145682,0,0,7.9,41,60.5,101602,2012,Female,American Indian,2y all,254
California,4y bach,654,51.6,California,CA,Private not-for-profit,4-year,2012,Male,Hispanic,,,,,,,,Illinois,1010,20.1,24.2,1033,Jacksonville,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.ic.edu,145691,1024,37,55.8,71,81.3,101602,2012,Both Gender,Asian,2y all,88
California,4y bach,3044,57.7,California,CA,Private not-for-profit,4-year,2012,Male,White,,,,,,,,Illinois,1470,37.6,14.6,1260,Olney,Illinois,2-year,Public,Associates--Public Rural-serving Medium,www.iecc.edu/occ,145707,0,0,30.6,94,68.7,101602,2012,Male,Asian,2y all,92
California,4y bach,5469,56.3,California,CA,Private not-for-profit,4-year,2012,Male,Unspecified,,,,,,,,Illinois,2926,20.5,24.2,2825,Chicago,Illinois,4-year,Private not-for-profit,Research Universities--high research activity,www.iit.edu,145725,1252,89,31.5,32,86,101602,2012,Female,Asian,2y all,327
California,4y bach,2179,65.1,California,CA,Private not-for-profit,4-year,2013,Both Gender,Asian,,,,,,,,Illinois,296,9.5,28.6,238,Chicago,Illinois,4-year,Private for-profit,Doctoral/Research Universities,www.argosy.edu/chicago,145770,0,0,0,0,36.4,101602,2013,Both Gender,Unspecified,2y all,264
California,4y bach,96,49.5,California,CA,Private not-for-profit,4-year,2013,Both Gender,American Indian,,,,,,,,Illinois,17749,25.3,24.3,17086,Normal,Illinois,4-year,Public,Doctoral/Research Universities,illinoisstate.edu/,145813,1110,78,46.4,88,81.6,101602,2013,Male,Unspecified,2y all,85
California,4y bach,549,47.9,California,CA,Private not-for-profit,4-year,2013,Both Gender,Black,,,,,,,,Illinois,3705,21.6,14.6,2747,Oglesby,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.ivcc.edu,145831,0,0,11.9,61,62.9,101602,2013,Female,Unspecified,2y all,263
California,4y bach,1943,56.7,California,CA,Private not-for-profit,4-year,2013,Both Gender,Hispanic,,,,,,,,Illinois,346,22.6,28.6,514,Chicago,Illinois,4-year,Private for-profit,Schools of art- music- and design,www.iadtchicago.edu,146010,0,0,13.3,31,39.1,101602,2013,Both Gender,White,2y all,131
California,4y bach,7856,63.7,California,CA,Private not-for-profit,4-year,2013,Both Gender,White,,,,,,,,Illinois,7150,19.2,14.6,3995,Carterville,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.jalc.edu,146205,0,0,13.1,66,59.4,101602,2013,Male,White,2y all,125
California,4y bach,14391,61.3,California,CA,Private not-for-profit,4-year,2013,Both Gender,Unspecified,,,,,,,,Illinois,1923,23.3,14.6,1633,Quincy,Illinois,2-year,Public,Associates--Public Rural-serving Medium,www.jwcc.edu,146278,0,0,17.9,80,60.7,101602,2013,Female,White,2y all,95
California,4y bach,1295,66.9,California,CA,Private not-for-profit,4-year,2013,Female,Asian,,,,,,,,Illinois,16869,15.2,14.6,11401,Joliet,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.jjc.edu,146296,0,0,4,15,63.7,101602,2013,Both Gender,Black,2y all,52
California,4y bach,67,53.2,California,CA,Private not-for-profit,4-year,2013,Female,American Indian,,,,,,,,Illinois,1066,24.4,24.2,1017,Elgin,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.judsonu.edu,146339,1045,45,32.1,33,72.3,101602,2013,Male,Black,2y all,131
California,4y bach,364,53.5,California,CA,Private not-for-profit,4-year,2013,Female,Black,,,,,,,,Illinois,3825,16,14.6,2969,Kankakee,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.kcc.edu,146348,0,0,8,42,69.3,101602,2013,Female,Black,2y all,379
California,4y bach,1300,59.1,California,CA,Private not-for-profit,4-year,2013,Female,Hispanic,,,,,,,,Illinois,5258,22.3,14.6,3867,Centralia,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.kaskaskia.edu,146366,0,0,33,95,55,101602,2013,Both Gender,Hispanic,2y all,160
California,4y bach,4720,66.9,California,CA,Private not-for-profit,4-year,2013,Female,White,,,,,,,,Illinois,1659,25.4,28.6,1651,Chicago,Illinois,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,www.kendall.edu,146393,0,0,23.6,57,56.5,101602,2013,Male,Hispanic,2y all,134
California,4y bach,8766,64.2,California,CA,Private not-for-profit,4-year,2013,Female,Unspecified,,,,,,,,Illinois,4717,18,14.6,3356,Malta,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.kishwaukeecollege.edu,146418,0,0,7.8,40,59.6,101602,2013,Female,Hispanic,2y all,265
California,4y bach,884,62.6,California,CA,Private not-for-profit,4-year,2013,Male,Asian,,,,,,,,Illinois,1424,22.8,24.2,1408,Galesburg,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.knox.edu,146427,0,0,71,87,88.1,101602,2013,Both Gender,American Indian,2y all,97
California,4y bach,29,42.6,California,CA,Private not-for-profit,4-year,2013,Male,American Indian,,,,,,,,Illinois,17685,15,14.6,11041,Grayslake,Illinois,2-year,Public,Associates--Public Suburban-serving Multicampus,www.clcillinois.edu,146472,0,0,4.3,18,65,101602,2013,Male,American Indian,2y all,308
California,4y bach,185,39.6,California,CA,Private not-for-profit,4-year,2013,Male,Black,,,,,,,,Illinois,1590,20.7,24.2,1590,Lake Forest,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.lakeforest.edu,146481,1157,78,58.4,74,82.2,101602,2013,Female,American Indian,2y all,256
California,4y bach,643,52.3,California,CA,Private not-for-profit,4-year,2013,Male,Hispanic,,,,,,,,Illinois,6351,17.5,14.6,7499,Mattoon,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.lakeland.cc.il.us,146506,0,0,18.7,81,65.2,101602,2013,Both Gender,Asian,2y all,179
California,4y bach,3136,59.5,California,CA,Private not-for-profit,4-year,2013,Male,White,,,,,,,,Illinois,8520,21.4,14.6,4189,Godfrey,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.lc.edu,146603,0,0,4.1,16,65.9,101602,2013,Male,Asian,2y all,231
California,4y bach,5625,57.3,California,CA,Private not-for-profit,4-year,2013,Male,Unspecified,,,,,,,,Illinois,4613,24.7,24.2,4313,Romeoville,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.lewisu.edu,146612,1088,61,44.8,54,81.7,101602,2013,Female,Asian,2y all,386
California,4y bach,8615,41.5,California,CA,Public,4-year,2011,Both Gender,Asian,,,,,,,,Illinois,623,24.3,24.2,569,Lincoln,Illinois,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,www.lincolnchristian.edu,146667,996,27,31.4,32,67.1,101648,2011,Both Gender,Unspecified,2y all,345
California,4y bach,125,29.1,California,CA,Public,4-year,2011,Both Gender,American Indian,,,,,,,,Illinois,1240,27.2,24.2,1124,Lincoln,Illinois,4-year,Private not-for-profit,Baccalaureate/Associates Colleges,lincolncollege.edu,146676,850,3,0,0,42.5,101648,2011,Male,Unspecified,2y all,211
California,4y bach,629,16.1,California,CA,Public,4-year,2011,Both Gender,Black,,,,,,,,Illinois,7020,17,14.6,5460,Springfield,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.llcc.edu,146685,0,0,12.1,62,60.2,101648,2011,Female,Unspecified,2y all,132
California,4y bach,3334,21.4,California,CA,Public,4-year,2011,Both Gender,Hispanic,,,,,,,,Illinois,617,60.7,34.4,983,Melrose Park,Illinois,2-year,Private for-profit,Associates--Private For-profit,www.lincolnedu.com,146700,0,0,21.6,23,69,101648,2011,Both Gender,White,2y all,381
California,4y bach,10403,38.9,California,CA,Public,4-year,2011,Both Gender,White,,,,,,,,Illinois,10168,22.2,24.2,10138,Chicago,Illinois,4-year,Private not-for-profit,Research Universities--high research activity,www.luc.edu,146719,1195,83,59.7,76,85.4,101648,2011,Male,White,2y all,108
California,4y bach,25369,34.1,California,CA,Public,4-year,2011,Both Gender,Unspecified,,,,,,,,Illinois,234,46,24.2,172,Rock Island,Illinois,4-year,Private not-for-profit,Other health professions schools,www.trinitycollegeqc.edu,146755,0,0,0,0,0,101648,2011,Female,White,2y all,56
California,4y bach,5170,45.7,California,CA,Public,4-year,2011,Female,Asian,,,,,,,,Illinois,215,19.4,26.8,150,Chicago,Illinois,2-year,Private not-for-profit,Associates--Private Not-for-profit,www.maccormac.edu,146816,0,0,0,0,29.6,101648,2011,Both Gender,Black,2y all,330
California,4y bach,82,31.1,California,CA,Public,4-year,2011,Female,American Indian,,,,,,,,Illinois,571,19.7,24.2,562,Jacksonville,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.mac.edu,146825,964,18,28,25,67.1,101648,2011,Male,Black,2y all,365
California,4y bach,460,18.2,California,CA,Public,4-year,2011,Female,Black,,,,,,,,Illinois,7023,16.2,14.6,4886,Crystal Lake,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.mchenry.edu,147004,0,0,8.5,46,67.5,101648,2011,Female,Black,2y all,151
California,4y bach,2275,23.7,California,CA,Public,4-year,2011,Female,Hispanic,,,,,,,,Illinois,2358,25.3,24.2,2046,Lebanon,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.mckendree.edu/prospective/admissions/index.aspx,147013,1046,46,31.5,32,74.7,101648,2011,Both Gender,Hispanic,2y all,91
California,4y bach,6626,44.4,California,CA,Public,4-year,2011,Female,White,,,,,,,,Illinois,508,26.5,24.2,619,Peoria,Illinois,4-year,Private not-for-profit,Other health professions schools,www.methodistcol.edu,147129,1030,39,0,0,67.9,101648,2011,Male,Hispanic,2y all,152
California,4y bach,16039,37.7,California,CA,Public,4-year,2011,Female,Unspecified,,,,,,,,Illinois,543,35,28.6,453,Peoria,Illinois,4-year,Private for-profit,Baccalaureate/Associates Colleges,www.midstate.edu,147165,0,0,0,0,0,101648,2011,Female,Hispanic,2y all,299
California,4y bach,3445,36.4,California,CA,Public,4-year,2011,Male,Asian,,,,,,,,Illinois,2153,21.5,24.2,2305,Decatur,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.millikin.edu,147244,1087,61,48,59,76.5,101648,2011,Both Gender,American Indian,2y all,394
California,4y bach,43,25.9,California,CA,Public,4-year,2011,Male,American Indian,,,,,,,,Illinois,1255,21.6,24.2,1252,Monmouth,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.monmouthcollege.edu,147341,1049,48,56.7,72,75.9,101648,2011,Male,American Indian,2y all,181
California,4y bach,169,12.2,California,CA,Public,4-year,2011,Male,Black,,,,,,,,Illinois,3103,18.3,24.2,2813,Chicago,Illinois,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,www.moody.edu,147369,0,0,64.6,81,77.8,101648,2011,Female,American Indian,2y all,133
California,4y bach,1059,17.7,California,CA,Public,4-year,2011,Male,Hispanic,,,,,,,,Illinois,16106,15.8,14.6,12008,Palos Hills,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.morainevalley.edu,147378,0,0,6,31,68.4,101648,2011,Both Gender,Asian,2y all,80
California,4y bach,3777,32,California,CA,Public,4-year,2011,Male,White,,,,,,,,Illinois,103,39.8,26.8,45,Morrison,Illinois,2-year,Private not-for-profit,Associates--Private Not-for-profit,www.morrisontech.edu,147396,0,0,77.4,87,88.1,101648,2011,Male,Asian,2y all,251
California,4y bach,9330,29.3,California,CA,Public,4-year,2011,Male,Unspecified,,,,,,,,Illinois,4886,14.9,14.6,3236,Cicero,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.morton.edu,147411,0,0,4.5,20,71.7,101648,2011,Female,Asian,2y all,293
California,4y bach,9973,43.2,California,CA,Public,4-year,2012,Both Gender,Asian,,,,,,,,Illinois,1427,48.4,24.2,1143,Chicago,Illinois,4-year,Private not-for-profit,Doctoral/Research Universities,www.nl.edu,147536,0,0,28.6,26,72.2,101648,2012,Both Gender,Unspecified,2y all,59
California,4y bach,153,30.1,California,CA,Public,4-year,2012,Both Gender,American Indian,,,,,,,,Illinois,2797,22.2,24.2,2686,Naperville,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,northcentralcollege.edu,147660,0,0,51.1,64,78.8,101648,2012,Male,Unspecified,2y all,356
California,4y bach,719,15.8,California,CA,Public,4-year,2012,Both Gender,Black,,,,,,,,Illinois,2204,23.6,24.2,2009,Chicago,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.northpark.edu,147679,0,0,39.1,44,80.6,101648,2012,Female,Unspecified,2y all,266
California,4y bach,3799,21.1,California,CA,Public,4-year,2012,Both Gender,Hispanic,,,,,,,,Illinois,15814,25.6,24.3,14566,Dekalb,Illinois,4-year,Public,Research Universities--high research activity,www.niu.edu,147703,1010,43,26.5,61,66.5,101648,2012,Both Gender,White,2y all,273
California,4y bach,11266,39.1,California,CA,Public,4-year,2012,Both Gender,White,,,,,,,,Illinois,430,19.6,34.4,429,Chicago,Illinois,2-year,Private for-profit,Associates--Private For-profit,www.northwesterncollege.edu,147749,0,0,34,45,35.4,101648,2012,Male,White,2y all,50
California,4y bach,28411,34.3,California,CA,Public,4-year,2012,Both Gender,Unspecified,,,,,,,,Illinois,9283,26.5,24.2,9017,Evanston,Illinois,4-year,Private not-for-profit,Research Universities--very high research activity,www.northwestern.edu,147767,1458,99,86.2,96,97.7,101648,2012,Female,White,2y all,137
California,4y bach,5978,47.7,California,CA,Public,4-year,2012,Female,Asian,,,,,,,,Illinois,8950,23.8,24.3,6849,Chicago,Illinois,4-year,Public,Masters Colleges and Universities--larger programs,www.neiu.edu/,147776,890,7,4.1,2,61,101648,2012,Both Gender,Black,2y all,290
California,4y bach,108,34.7,California,CA,Public,4-year,2012,Female,American Indian,,,,,,,,Illinois,10866,8.8,14.6,7271,Des Plaines,Illinois,2-year,Public,Associates--Public Suburban-serving Multicampus,www.oakton.edu,147800,0,0,4.7,20,71.3,101648,2012,Male,Black,2y all,360
California,4y bach,521,17.7,California,CA,Public,4-year,2012,Female,Black,,,,,,,,Illinois,3335,22.6,24.2,3347,Bourbonnais,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.olivet.edu,147828,1105,66,48.9,60,75.4,101648,2012,Female,Black,2y all,344
California,4y bach,2587,23.4,California,CA,Public,4-year,2012,Female,Hispanic,,,,,,,,Illinois,8437,12.1,14.6,7326,Champaign,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.parkland.edu,147916,0,0,6.8,34,53.6,101648,2012,Both Gender,Hispanic,2y all,65
California,4y bach,7098,44.2,California,CA,Public,4-year,2012,Female,White,,,,,,,,Illinois,5064,9.8,14.6,4050,Chicago Heights,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.prairiestate.edu,148007,0,0,3.8,14,46.1,101648,2012,Male,Hispanic,2y all,330
California,4y bach,17840,37.7,California,CA,Public,4-year,2012,Female,Unspecified,,,,,,,,Illinois,1196,19.9,24.2,1193,Quincy,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,www.quincy.edu,148131,1048,47,39.3,45,67.2,101648,2012,Female,Hispanic,2y all,164
California,4y bach,3995,37.8,California,CA,Public,4-year,2012,Male,Asian,,,,,,,,Illinois,200,45,34.4,310,Quincy,Illinois,2-year,Private for-profit,Associates--Private For-profit,www.vatterott.edu,148140,0,0,45,57,73.9,101648,2012,Both Gender,American Indian,2y all,66
California,4y bach,45,22.7,California,CA,Public,4-year,2012,Male,American Indian,,,,,,,,Illinois,2322,18.9,28.6,2419,Chicago,Illinois,4-year,Private for-profit,Schools of art- music- and design,www.aii.edu,148177,0,0,20.2,50,49.8,101648,2012,Male,American Indian,2y all,260
California,4y bach,198,12.5,California,CA,Public,4-year,2012,Male,Black,,,,,,,,Illinois,2714,30.9,14.6,2778,Ina,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.rlc.edu,148256,0,0,41.6,97,59,101648,2012,Female,American Indian,2y all,383
California,4y bach,1212,17.4,California,CA,Public,4-year,2012,Male,Hispanic,,,,,,,,Illinois,3340,28.6,14.6,2434,Decatur,Illinois,2-year,Public,Associates--Public Rural-serving Medium,www.richland.edu,148292,0,0,14.1,69,64.8,101648,2012,Both Gender,Asian,2y all,386
California,4y bach,4168,32.7,California,CA,Public,4-year,2012,Male,White,,,,,,,,Illinois,2781,42.5,24.2,3546,Chicago,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,www.robertmorris.edu/,148335,0,0,76.4,91,47.2,101648,2012,Male,Asian,2y all,216
California,4y bach,10571,29.8,California,CA,Public,4-year,2012,Male,Unspecified,,,,,,,,Illinois,8150,18,14.6,6269,Rockford,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.rockvalleycollege.edu,148380,0,0,4.7,20,66.1,101648,2012,Female,Asian,2y all,78
California,4y bach,9887,42.2,California,CA,Public,4-year,2013,Both Gender,Asian,,,,,,,,Illinois,484,27.6,34.4,546,Rockford,Illinois,2-year,Private for-profit,Associates--Private For-profit,www.rockfordcareercollege.edu,148399,0,0,11.7,13,46.2,101648,2013,Both Gender,Unspecified,2y all,365
California,4y bach,166,31.1,California,CA,Public,4-year,2013,Both Gender,American Indian,,,,,,,,Illinois,972,25.3,24.2,942,Rockford,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.rockford.edu,148405,1029,39,24.6,20,58.1,101648,2013,Male,Unspecified,2y all,232
California,4y bach,844,17.1,California,CA,Public,4-year,2013,Both Gender,Black,,,,,,,,Illinois,3658,30.1,24.2,3073,Chicago,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.roosevelt.edu,148487,1035,42,27,23,58.3,101648,2013,Female,Unspecified,2y all,271
California,4y bach,4091,20.9,California,CA,Public,4-year,2013,Both Gender,Hispanic,,,,,,,,Illinois,2069,21.5,24.2,1861,River Forest,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,public.dom.edu/,148496,1031,41,50.3,63,82.5,101648,2013,Both Gender,White,2y all,380
California,4y bach,11353,38.8,California,CA,Public,4-year,2013,Both Gender,White,,,,,,,,Illinois,1780,26.4,24.2,1543,Joliet,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.stfrancis.edu,148584,1070,55,31.8,33,79.1,101648,2013,Male,White,2y all,378
California,4y bach,28903,33.6,California,CA,Public,4-year,2013,Both Gender,Unspecified,,,,,,,,Illinois,2920,25.7,24.2,2594,Chicago,Illinois,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.sxu.edu,148627,1010,32,30,28,75.5,101648,2013,Female,White,2y all,242
California,4y bach,5854,46.7,California,CA,Public,4-year,2013,Female,Asian,,,,,,,,Illinois,3039,28.1,24.3,2436,Springfield,Illinois,4-year,Public,Masters Colleges and Universities--larger programs,www.uis.edu,148654,1085,71,28.5,66,74.3,101648,2013,Both Gender,Black,2y all,58
California,4y bach,122,36.6,California,CA,Public,4-year,2013,Female,American Indian,,,,,,,,Illinois,2220,17.5,14.6,1719,Dixon,Illinois,2-year,Public,Associates--Public Rural-serving Medium,www.svcc.edu,148672,0,0,19.8,84,65.2,101648,2013,Male,Black,2y all,104
California,4y bach,636,20,California,CA,Public,4-year,2013,Female,Black,,,,,,,,Illinois,1834,18.7,14.6,1787,Ullin,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.shawneecc.edu,148821,0,0,15.9,74,38.7,101648,2013,Female,Black,2y all,203
California,4y bach,2823,23.7,California,CA,Public,4-year,2013,Female,Hispanic,,,,,,,,Illinois,97,17.6,24.2,109,Chicago,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.shimer.edu,148849,0,0,50,62,85.7,101648,2013,Both Gender,Hispanic,2y all,101
California,4y bach,7121,44.4,California,CA,Public,4-year,2013,Female,White,,,,,,,,Illinois,1607,31.7,24.2,1176,Chicago,Illinois,4-year,Private not-for-profit,Associates--Private Not-for-profit 4-year Primarily Associates,www.staugustine.edu,148876,0,0,0,0,0,101648,2013,Male,Hispanic,2y all,316
California,4y bach,18135,37.3,California,CA,Public,4-year,2013,Female,Unspecified,,,,,,,,Illinois,1930,19.7,14.6,1473,Harrisburg,Illinois,2-year,Public,Associates--Public Rural-serving Large,www.sic.edu,148937,0,0,11.1,58,60.4,101648,2013,Female,Hispanic,2y all,185
California,4y bach,4033,37.1,California,CA,Public,4-year,2013,Male,Asian,,,,,,,,Illinois,1784,21.6,14.6,1118,Canton,Illinois,2-year,Public,Associates--Public Rural-serving Medium,www.src.edu,148991,0,0,10.8,57,59.3,101648,2013,Both Gender,American Indian,2y all,103
California,4y bach,44,21.9,California,CA,Public,4-year,2013,Male,American Indian,,,,,,,,Illinois,13306,32.2,24.3,11780,Carbondale,Illinois,4-year,Public,Research Universities--high research activity,www.siu.edu,149222,1032,56,23.4,54,60.4,101648,2013,Male,American Indian,2y all,77
California,4y bach,208,11.9,California,CA,Public,4-year,2013,Male,Black,,,,,,,,Illinois,11229,21.1,24.3,10364,Edwardsville,Illinois,4-year,Public,Masters Colleges and Universities--larger programs,www.siue.edu,149231,1050,59,27.8,65,69.3,101648,2013,Female,American Indian,2y all,61
California,4y bach,1268,16.6,California,CA,Public,4-year,2013,Male,Hispanic,,,,,,,,Illinois,257,11.2,34.4,401,Chicago,Illinois,2-year,Private for-profit,Associates--Private For-profit,www.tbiil.edu,149310,0,0,0,0,64,101648,2013,Both Gender,Asian,2y all,394
California,4y bach,4232,32,California,CA,Public,4-year,2013,Male,White,,,,,,,,Illinois,5212,9,14.6,3972,South Holland,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.ssc.edu/,149365,0,0,11,57,50.8,101648,2013,Male,Asian,2y all,240
California,4y bach,10768,28.9,California,CA,Public,4-year,2013,Male,Unspecified,,,,,,,,Illinois,1333,24,24.2,1185,Palos Heights,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.trnty.edu,149505,1053,49,48.5,60,74.3,101648,2013,Female,Asian,2y all,102
Colorado,4y bach,3,10,Colorado,CO,Private for-profit,4-year,2011,Both Gender,Asian,,,,,,,,Illinois,906,19.6,24.2,852,Deerfield,Illinois,4-year,Private not-for-profit,Doctoral/Research Universities,www.tiu.edu,149514,1049,48,35.2,38,69.4,101736,2011,Both Gender,Unspecified,2y all,151
Colorado,4y bach,4,14.3,Colorado,CO,Private for-profit,4-year,2011,Both Gender,American Indian,,,,,,,,Illinois,11225,12.1,14.6,8817,River Grove,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.triton.edu,149532,0,0,5.4,27,49.5,101736,2011,Male,Unspecified,2y all,176
Colorado,4y bach,6,3.2,Colorado,CO,Private for-profit,4-year,2011,Both Gender,Black,,,,,,,,Illinois,133,17.9,24.2,129,Chicago,Illinois,4-year,Private not-for-profit,Schools of art- music- and design,www.vandercook.edu,149639,0,0,38.5,43,70.8,101736,2011,Female,Unspecified,2y all,210
Colorado,4y bach,12,9.7,Colorado,CO,Private for-profit,4-year,2011,Both Gender,Hispanic,,,,,,,,Illinois,10721,14.5,14.6,7698,Sugar Grove,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.waubonsee.edu,149727,0,0,10.4,54,67.7,101736,2011,Both Gender,White,2y all,351
Colorado,4y bach,128,15.8,Colorado,CO,Private for-profit,4-year,2011,Both Gender,White,,,,,,,,Illinois,9873,24.4,24.3,9526,Macomb,Illinois,4-year,Public,Masters Colleges and Universities--larger programs,www.wiu.edu,149772,970,26,29.4,67,63.4,101736,2011,Male,White,2y all,386
Colorado,4y bach,191,13.4,Colorado,CO,Private for-profit,4-year,2011,Both Gender,Unspecified,,,,,,,,Illinois,2444,24,24.2,2616,Wheaton,Illinois,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.wheaton.edu,149781,1318,92,74.5,89,94.5,101736,2011,Female,White,2y all,51
Colorado,4y bach,1,6.7,Colorado,CO,Private for-profit,4-year,2011,Female,Asian,,,,,,,,Illinois,14830,15.5,14.6,10800,Palatine,Illinois,2-year,Public,Associates--Public Suburban-serving Single Campus,www.harpercollege.edu,149842,0,0,9.5,50,78.6,101736,2011,Both Gender,Black,2y all,328
Colorado,4y bach,4,26.7,Colorado,CO,Private for-profit,4-year,2011,Female,American Indian,,,,,,,,Indiana,424,28,28,236,Donaldson,Indiana,2-year,Private not-for-profit,Associates--Private Not-for-profit,www.ancilla.edu,150048,0,0,9,10,50.9,101736,2011,Male,Black,2y all,338
Colorado,4y bach,4,3.1,Colorado,CO,Private for-profit,4-year,2011,Female,Black,,,,,,,,Indiana,2016,20.1,23.8,2043,Anderson,Indiana,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.anderson.edu,150066,1053,49,45.1,54,73.4,101736,2011,Female,Black,2y all,259
Colorado,4y bach,5,7.7,Colorado,CO,Private for-profit,4-year,2011,Female,Hispanic,,,,,,,,Indiana,16300,20,20.4,16423,Muncie,Indiana,4-year,Public,Research Universities--high research activity,www.bsu.edu,150136,1053,62,35.1,76,78.4,101736,2011,Both Gender,Hispanic,2y all,266
Colorado,4y bach,76,14.5,Colorado,CO,Private for-profit,4-year,2011,Female,White,,,,,,,,Indiana,1655,31.4,23.8,1612,Mishawaka,Indiana,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.bethelcollege.edu,150145,1047,47,46.9,57,84.1,101736,2011,Male,Hispanic,2y all,88
Colorado,4y bach,104,12.1,Colorado,CO,Private for-profit,4-year,2011,Female,Unspecified,,,,,,,,Indiana,4051,19.7,23.8,3920,Indianapolis,Indiana,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,www.butler.edu,150163,1212,85,50.9,63,91.1,101736,2011,Female,Hispanic,2y all,129
